"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
599,"1","2024-04-27T01:47:13.569688Z",571,"/data/upload/8/a5af1c1f-img138.jpg","[{""x"":35.199999999999996,""y"":45.375412844036696,""width"":4.800000000000004,""height"":9.582385321100908,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.857,"2024-04-27T01:47:13.569717Z"
600,"1","2024-04-27T01:47:18.655952Z",572,"/data/upload/8/ffee2a00-img137.jpg","[{""x"":46.239999999999995,""y"":43.40256880733944,""width"":5.440000000000012,""height"":9.018715596330281,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.312,"2024-04-27T01:47:18.655966Z"
601,"1","2024-04-27T01:47:49.838074Z",573,"/data/upload/8/c3880265-img136.jpg","[{""x"":49.27999999999999,""y"":45.37541284403673,""width"":4.159999999999984,""height"":8.173211009174317,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",30.113,"2024-04-27T01:47:49.838089Z"
602,"1","2024-04-27T01:47:54.121833Z",574,"/data/upload/8/3a30fc2c-img135.jpg","[{""x"":51.35999999999999,""y"":63.97651376146788,""width"":5.440000000000005,""height"":10.146055045871556,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.454,"2024-04-27T01:47:54.121849Z"
603,"1","2024-04-27T01:47:58.097004Z",575,"/data/upload/8/96148df4-img134.jpg","[{""x"":30.56,""y"":62.28550458715596,""width"":6.080000000000002,""height"":10.991559633027514,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",20.802,"2024-04-27T01:48:15.986198Z"
604,"1","2024-04-27T01:48:20.852582Z",576,"/data/upload/8/184be7ef-img133.jpg","[{""x"":44.16,""y"":47.34825688073394,""width"":8.320000000000007,""height"":15.782752293577985,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.807,"2024-04-27T01:48:20.852606Z"
605,"1","2024-04-27T01:48:30.581160Z",577,"/data/upload/8/6889f736-img132.jpg","[{""x"":44.64,""y"":46.50275229357798,""width"":7.519999999999996,""height"":14.655412844036697,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.756,"2024-04-27T01:48:30.581189Z"
606,"1","2024-04-27T01:49:10.965167Z",578,"/data/upload/8/a201e6e8-img131.jpg","[{""x"":43.519999999999996,""y"":59.467155963302744,""width"":5.1200000000000045,""height"":10.146055045871563,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.958,"2024-04-27T01:49:10.965181Z"
607,"1","2024-04-27T01:49:15.651179Z",579,"/data/upload/8/d8199fd9-img130.jpg","[{""x"":58.08,""y"":68.20403669724769,""width"":4.32,""height"":8.173211009174324,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.838,"2024-04-27T01:49:15.651205Z"
608,"1","2024-04-27T01:49:19.334216Z",580,"/data/upload/8/841b66cd-img129.jpg","[{""x"":58.56,""y"":67.92220183486238,""width"":5.439999999999998,""height"":7.891376146788986,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",2.959,"2024-04-27T01:49:19.334229Z"
609,"1","2024-04-27T01:49:25.363250Z",581,"/data/upload/8/295a1917-img128.jpg","[{""x"":65.75999999999999,""y"":64.54018348623852,""width"":4.960000000000008,""height"":8.17321100917431,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.533,"2024-04-27T01:49:25.363280Z"
610,"1","2024-04-27T01:49:30.016238Z",582,"/data/upload/8/ec5a6785-img127.jpg","[{""x"":71.67999999999999,""y"":55.80330275229357,""width"":6.400000000000006,""height"":11.555229357798176,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.603,"2024-04-27T01:49:30.016266Z"
611,"1","2024-04-27T01:49:34.630105Z",583,"/data/upload/8/8cce2921-img126.jpg","[{""x"":86.08,""y"":24.23779816513761,""width"":5.760000000000005,""height"":11.555229357798169,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.712,"2024-04-27T01:49:34.630119Z"
612,"1","2024-04-27T01:49:39.229839Z",584,"/data/upload/8/0d512fc1-img125.jpg","[{""x"":19.2,""y"":19.446605504587154,""width"":6.400000000000002,""height"":11.555229357798165,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.644,"2024-04-27T01:49:39.229855Z"
613,"1","2024-04-27T01:49:43.892087Z",585,"/data/upload/8/f936a4b4-img1.jpg","[{""x"":44.32,""y"":49.32110091743119,""width"":10.559999999999995,""height"":17.75559633027523,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.711,"2024-04-27T01:49:43.892102Z"
614,"1","2024-04-27T01:49:47.963177Z",586,"/data/upload/8/2e705a12-img124.jpg","[{""x"":4.96,""y"":60.594495412844026,""width"":7.04,""height"":13.246238532110098,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.274,"2024-04-27T01:49:47.963192Z"
615,"1","2024-04-27T01:49:53.690341Z",587,"/data/upload/8/58899860-img123.jpg","[{""x"":21.6,""y"":63.69467889908256,""width"":6.719999999999999,""height"":11.273394495412845,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.507,"2024-04-27T01:49:53.690354Z"
616,"1","2024-04-27T01:49:58.806177Z",588,"/data/upload/8/ad5bacb8-img119.jpg","[{""x"":48.16,""y"":58.33981651376147,""width"":15.68,""height"":26.492477064220175,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.1,"2024-04-27T01:49:58.806193Z"
617,"1","2024-04-27T01:50:04.490475Z",589,"/data/upload/8/ab144460-img118.jpg","[{""x"":58.879999999999995,""y"":47.630091743119266,""width"":18.24000000000001,""height"":33.820183486238534,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.743,"2024-04-27T01:50:04.490504Z"
618,"1","2024-04-27T01:50:08.952102Z",590,"/data/upload/8/bcbc0a22-img116.jpg","[{""x"":28.96,""y"":28.747155963302752,""width"":4.640000000000001,""height"":9.300550458715591,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.39,"2024-04-27T01:50:08.952117Z"
619,"1","2024-04-27T01:50:13.448548Z",591,"/data/upload/8/92cb02fb-img115.jpg","[{""x"":15.52,""y"":47.91192660550458,""width"":7.200000000000003,""height"":13.809908256880732,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.85,"2024-04-27T01:50:13.448577Z"
620,"1","2024-04-27T01:50:32.246616Z",592,"/data/upload/8/fd9d4a6f-img114.jpg","[{""x"":61.6,""y"":48.1937614678899,""width"":7.839999999999996,""height"":13.809908256880739,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.683,"2024-04-27T01:50:32.246631Z"
621,"1","2024-04-27T01:50:39.218870Z",593,"/data/upload/8/a78f60cf-img112.jpg","[{""x"":61.919999999999995,""y"":71.02238532110088,""width"":5.759999999999995,""height"":8.173211009174334,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",6.212,"2024-04-27T01:50:39.218897Z"
622,"1","2024-04-27T01:50:45.585145Z",594,"/data/upload/8/9744815c-img111.jpg","[{""x"":56.8,""y"":32.41100917431192,""width"":4.160000000000004,""height"":7.609541284403669,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.217,"2024-04-27T01:50:45.585172Z"
623,"1","2024-04-27T01:50:54.848029Z",595,"/data/upload/8/8d9e813e-img110.jpg","[{""x"":62.40000000000002,""y"":27.901651376146784,""width"":7.839999999999991,""height"":12.118899082568795,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",7.23,"2024-04-27T01:50:54.848042Z"
624,"1","2024-04-27T01:51:01.394048Z",596,"/data/upload/8/718ee0e7-img108.jpg","[{""x"":69.91999999999999,""y"":70.45871559633026,""width"":9.599999999999993,""height"":15.78275229357797,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",5.872,"2024-04-27T01:51:01.394064Z"
625,"1","2024-04-27T01:51:06.359319Z",597,"/data/upload/8/58fab8e8-img107.jpg","[{""x"":70.24000000000001,""y"":16.346422018348623,""width"":8.319999999999993,""height"":14.373577981651376,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.23,"2024-04-27T01:51:06.359335Z"
626,"1","2024-04-27T01:51:12.936653Z",598,"/data/upload/8/c4b6638e-img106.jpg","[{""x"":72.96000000000001,""y"":46.784587155963294,""width"":8.959999999999994,""height"":16.346422018348633,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.633,"2024-04-27T01:51:12.936669Z"
627,"1","2024-04-27T01:51:17.836214Z",599,"/data/upload/8/8fdc3659-img105.jpg","[{""x"":68.8,""y"":48.75743119266055,""width"":9.439999999999998,""height"":14.65541284403669,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.842,"2024-04-27T01:51:17.836234Z"
628,"1","2024-04-27T01:51:23.013757Z",600,"/data/upload/8/041a8f42-img103.jpg","[{""x"":11.68,""y"":56.93064220183486,""width"":10.399999999999999,""height"":18.601100917431197,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.04,"2024-04-27T01:51:23.013787Z"
629,"1","2024-04-27T01:51:43.878241Z",601,"/data/upload/8/e9ad4962-img102.jpg","[{""x"":24,""y"":60.87633027522935,""width"":9.439999999999998,""height"":16.628256880733943,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",20.1,"2024-04-27T01:51:43.878258Z"
630,"1","2024-04-27T01:51:48.212406Z",602,"/data/upload/8/06e4fb72-img100.jpg","[{""x"":33.6,""y"":51.293944954128435,""width"":6.8799999999999955,""height"":12.118899082568802,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.343,"2024-04-27T01:51:48.212435Z"
631,"1","2024-04-27T01:51:52.909293Z",603,"/data/upload/8/9c661cff-img98.jpg","[{""x"":52.480000000000004,""y"":67.64036697247707,""width"":6.560000000000002,""height"":12.118899082568788,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.158,"2024-04-27T01:51:52.909308Z"
632,"1","2024-04-27T01:51:56.862776Z",604,"/data/upload/8/24fe53bf-img97.jpg","[{""x"":52.800000000000004,""y"":71.02238532110091,""width"":7.519999999999989,""height"":11.555229357798154,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.173,"2024-04-27T01:51:56.862809Z"
633,"1","2024-04-27T01:52:00.820236Z",605,"/data/upload/8/f3fd33b8-img96.jpg","[{""x"":51.519999999999996,""y"":34.102018348623844,""width"":7.20000000000001,""height"":10.991559633027528,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.198,"2024-04-27T01:52:00.820250Z"
634,"1","2024-04-27T01:52:12.767272Z",606,"/data/upload/8/abd40d1d-img95.jpg","[{""x"":63.68000000000001,""y"":16.910091743119267,""width"":12.639999999999986,""height"":19.446605504587147,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.294,"2024-04-27T01:52:12.767290Z"
635,"1","2024-04-27T01:52:22.749406Z",607,"/data/upload/8/8acef5fd-img94.jpg","[{""x"":67.04,""y"":53.548623853211005,""width"":11.36,""height"":19.446605504587147,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.458,"2024-04-27T01:52:22.749420Z"
636,"1","2024-04-27T01:52:35.388825Z",608,"/data/upload/8/6f731ada-img93.jpg","[{""x"":23.200000000000003,""y"":38.32954128440367,""width"":13.439999999999998,""height"":22.828623853211006,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",11.758,"2024-04-27T01:52:35.388858Z"
637,"1","2024-04-27T01:52:45.485488Z",609,"/data/upload/8/e7a48a41-img92.jpg","[{""x"":38.879999999999995,""y"":36.356697247706414,""width"":13.120000000000005,""height"":21.70128440366973,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",9.11,"2024-04-27T01:52:45.485500Z"
638,"1","2024-04-27T01:52:49.762892Z",610,"/data/upload/8/4f18e346-img91.jpg","[{""x"":39.2,""y"":25.928807339449538,""width"":9.759999999999998,""height"":16.628256880733947,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.635,"2024-04-27T01:52:49.762907Z"
639,"1","2024-04-27T01:52:54.952226Z",611,"/data/upload/8/897159c0-img90.jpg","[{""x"":34.88,""y"":59.467155963302744,""width"":10.879999999999995,""height"":17.473761467889915,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.613,"2024-04-27T01:52:54.952253Z"
640,"1","2024-04-27T01:52:59.961970Z",612,"/data/upload/8/9c5ddccd-img89.jpg","[{""x"":34.08,""y"":51.57577981651376,""width"":11.68,""height"":16.62825688073393,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",4.016,"2024-04-27T01:52:59.961992Z"
641,"1","2024-04-27T01:53:04.254340Z",613,"/data/upload/8/14219141-img88.jpg","[{""x"":32.16,""y"":51.57577981651376,""width"":9.280000000000001,""height"":14.091743119266056,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.502,"2024-04-27T01:53:04.254371Z"
642,"1","2024-04-27T01:53:13.582023Z",614,"/data/upload/8/f13c3b0d-img87.jpg","[{""x"":33.12,""y"":52.70311926605504,""width"":9.120000000000005,""height"":14.091743119266056,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",8.519,"2024-04-27T01:53:13.582049Z"
643,"1","2024-04-27T01:53:17.701167Z",615,"/data/upload/8/9e8324fa-img86.jpg","[{""x"":68.96,""y"":24.801467889908256,""width"":7.200000000000017,""height"":14.655412844036693,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.432,"2024-04-27T01:53:17.701182Z"
644,"1","2024-04-27T01:53:23.793211Z",616,"/data/upload/8/0648007a-img85.jpg","[{""x"":69.28,""y"":10.146055045871563,""width"":8.640000000000004,""height"":17.473761467889904,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",5.082,"2024-04-27T01:53:23.793254Z"
645,"1","2024-04-27T01:53:34.339039Z",617,"/data/upload/8/d27fba10-img84.jpg","[{""x"":67.67999999999999,""y"":1.4091743119266051,""width"":9.440000000000035,""height"":18.601100917431186,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",5.13,"2024-04-27T01:53:34.339065Z"
646,"1","2024-04-27T01:53:38.275020Z",618,"/data/upload/8/371d410b-img83.jpg","[{""x"":67.04,""y"":23.392293577981647,""width"":10.399999999999991,""height"":17.19192660550459,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.083,"2024-04-27T01:53:38.275046Z"
647,"1","2024-04-27T01:53:42.153625Z",619,"/data/upload/8/b9bda867-img82.jpg","[{""x"":32.32,""y"":48.1937614678899,""width"":8.479999999999997,""height"":15.219082568807337,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",2.873,"2024-04-27T01:53:42.153640Z"
648,"1","2024-04-27T01:53:45.919457Z",620,"/data/upload/8/5edc8117-img79.jpg","[{""x"":65.28,""y"":44.24807339449541,""width"":8.319999999999993,""height"":15.500917431192654,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",2.947,"2024-04-27T01:53:45.919483Z"
649,"1","2024-04-27T01:53:49.493897Z",621,"/data/upload/8/f240ba69-img78.jpg","[{""x"":67.52,""y"":59.74899082568806,""width"":11.040000000000006,""height"":21.13761467889909,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",2.772,"2024-04-27T01:53:49.493913Z"
650,"1","2024-04-27T01:53:54.212597Z",622,"/data/upload/8/6d65e7d1-img77.jpg","[{""x"":59.519999999999996,""y"":20.010275229357795,""width"":10.400000000000006,""height"":22.54678899082569,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.952,"2024-04-27T01:53:54.212629Z"
651,"1","2024-04-27T01:53:59.291498Z",623,"/data/upload/8/40813992-img76.jpg","[{""x"":80.80000000000001,""y"":16.0645871559633,""width"":12.159999999999982,""height"":23.39229357798165,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",3.259,"2024-04-27T01:53:59.291512Z"
652,"1","2024-04-27T01:54:02.908074Z",624,"/data/upload/8/a5eb7dc4-img73.jpg","[{""x"":22.88,""y"":54.67596330275229,""width"":10.559999999999999,""height"":22.546788990825696,""rotation"":0,""rectanglelabels"":[""U""],""original_width"":384,""original_height"":218}]",2.694,"2024-04-27T01:54:02.908100Z"
